term,pos,notes,is_case_sensitive,translation_ar,notes_ar,translation_ast,notes_ast,translation_bg,notes_bg,translation_br,notes_br,translation_ca,notes_ca,translation_cs,notes_cs,translation_da,notes_da,translation_de,notes_de,translation_el,notes_el,translation_en_ca,notes_en_ca,translation_en_gb,notes_en_gb,translation_en_us,notes_en_us,translation_eo,notes_eo,translation_es,notes_es,translation_et,notes_et,translation_eu,notes_eu,translation_fa,notes_fa,translation_fi,notes_fi,translation_fr,notes_fr,translation_fy,notes_fy,translation_ga,notes_ga,translation_gd,notes_gd,translation_gl,notes_gl,translation_he,notes_he,translation_hi,notes_hi,translation_hr,notes_hr,translation_hu,notes_hu,translation_ia,notes_ia,translation_id,notes_id,translation_ig,notes_ig,translation_it,notes_it,translation_ja,notes_ja,translation_jv,notes_jv,translation_ka,notes_ka,translation_ko,notes_ko,translation_krl,notes_krl,translation_la,notes_la,translation_lt,notes_lt,translation_mr,notes_mr,translation_ms,notes_ms,translation_nb,notes_nb,translation_nds,notes_nds,translation_nl,notes_nl,translation_nn,notes_nn,translation_oc,notes_oc,translation_pl,notes_pl,translation_pt,notes_pt,translation_pt_br,notes_pt_br,translation_ro,notes_ro,translation_ru,notes_ru,translation_rw,notes_rw,translation_si,notes_si,translation_sk,notes_sk,translation_sl,notes_sl,translation_sr,notes_sr,translation_sr_rs,notes_sr_rs,translation_sv,notes_sv,translation_tr,notes_tr,translation_uk,notes_uk,translation_vi,notes_vi,translation_zh_cn,notes_zh_cn,translation_zh_tw,notes_zh_tw
regent,noun,,false,,,,,,,,,Cap,,regent,zástupce panovníka v době jeho nezletilosti,,,Anführer,,,,,,,,,,,,,,,,,,,,,,régent,,,,,,,,,,,,,,,,uralkodó,,,,,,,,reggente,,,,,,,,섭정,,,,,,,,,,,,,,Baas,,,,,,,,,,,,,,,,представитель правления,,,,,,,,,,,,,,regent,,,,,,,,摄政王,,,
replay,noun,GUI,false,,,,,повторение,,,,Repetició,,záznam,,genafspil,,Aufzeichnung,wiedergeben oder abspielen?,επανάληψη,,,,,,,,,,repetición,,,,,,,,,,rejouer,"rediffusion (ou mieux) dans le contexte ""watch a replay""",,,,,ath-chluiche,,,,,,,,,,visszajátszás,,,,,,,,replay,,リプレイ,,,,,,,,,,,,,,,,,,,,Upteken,,herhaling,,,,,,powtórka,,repetição,,,,,,повтор,,,,,,záznam,,,,,,,,repris,,,,,,,,重来,,,
resource,noun,game entity,false,,,,,ресурс,,,,Recurs,,zdroj,,ressource,,Rohstoff,,πόρος,,,,,,,,,,recurso,,,,,,,,,,ressource,,,,,,stòras,stòrais | stòrasan,,,,,,,,,nyersanyag,,,,,,,,Risorsa,,資源,,,,,,자원,,,,,,išteklius,,,,,,,,Mineraal,"If anyone knows a better translation, please replace",grondstoffen,,,,,,surowiec,,recourso,,recurso,,,,ресурс,,,,,,zdroj,,,,,,,,resurs,,,,,,,,资源,,,
resources,noun,"game entity, plural of resource",false,,,,,ресурси,,,,Recursos,,suroviny,,ressourcer,,Rohstoffe,,πόροι,,,,,,,,,,recursos,,,,,,,,,,ressources,,,,,,stòrasan,stòras|stòrais,,,,,,,,,nyersanyagok,,,,,,,,Risorse,,資源,(元: 資源),,,,,자원,,,,materies,-erum,ištekliai,,,,,,ressurser,,Mineraale,,grondstoffen,,,,,,surowce,,recursos,,recursos,,,,ресурсы,,,,,,zdroje,,,,,,,,resurser,,,,,,,,资源,,,
ripe,adjective,Immovable - size of field,false,,,,,,,,,madur,,zralé,,,,reif,,ώριμο,,,,,,,,,,,,,,,,,,,,mûr,,,,,,abaich,,,,,,,,,,érett,,,,,,,,maturo,,,,,,,,,,,,,,,,,,,,,,riep,,rijp,,,,,,dojrzałe,,maduro,,,,,,зрелое,,,,,,,,,,,,,,mogen,,,,,,,,成熟的,,,
road,noun,Game entity,false,,,,,път,,,,Camí,,cesta,,vej,,Straße,,δρόμος,,,,,,,,,,camino,,,,,,,,,,route,,,,,,rathad,rathaid | rathaidean,,,,,,,,,út,,,,,,,,strada,,道,,,,,,땅길,,,,via,,,,,,,,vei,,Straat,,weg,,,,,,droga,,estrada,,estrada,,,,дорога,,,,,,cesta,,,,,,,,väg,,,,,,,,路,,,
road building mode,,,false,,,,,,,,,,,režim stavby cesty,,,,,,,,,,,,,,,,,,,,,,,,,,mode de construction de route,,,,,,,,,,,,,,,,útépítő mód,,,,,,,,modalità costruzione di strade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vägbyggnadsläge,,,,,,,,道路建设模式,,,
rocks,noun,Game entity - stones cut by a quarry.,false,,,,,скали,,,,Roques,,sklály,skal | kamení |,sten,,Felsen,,βράχια,,,,,,,,,,rocas,,,,,,,,,,Roches taillées,,,,,,carraig,charraig | carraige | carraigean | charraigean,,,,,,,,,kövek,,,,,,,,rocce,,,,,,,,,,,,,,,,,,,,,,Stenen,,rotsen,,,,,,skały,,rochedos,,,,,,Булыжники,"Камни, высекаемые в карьере",,,,,,,,,,,,,klippor,,,,,,,,岩石,,,
rookie,noun,singular of rookies,false,,,,,новобранец,,,,Novell,,bačkora,,,,Neuling,,αρχάριος,,,,,,,,,,novato,,,,,,,,alokas,,débutant,,,,,,,,,,,,,,,,újonc,,,,,,,,recluta,,新兵,,,,,,,,,,,,,,,,,,,,Snöttbaart,,groentje,,,,,,,,recruta,m,,,,,новобранец,,,,,,nováčik,,,,,,,,nybörjare,,,,,,,,新手,,,
rookies,noun,Soldiers - all tribes,false,,,,,новобранци,,,,Novells,,bačkory,,nybegyndere,,Neulinge,,αρχάριοι,,,,,,,,,,novatos,,,,,,,,,,débutants,,,,,,,,,,,,,,,,újoncok,,,,,,,,reclute,,新兵,,,,,,,,,,,,,,,,,,,,Snöttbaarten,,groentjes,,,,,,,,recrutas,,,,,,новобранцы,,,,,,nováčikovia,,,,,,,,nybörjare,,,,,,,,新手们,,,
rowboat,noun,,false,,,,,,,,,transbordador,,loďka,člun |,,,Ruderboot,,,,,,,,,,,,bote de remos,,,,,,,,,,barque,,,,,,,,,,,,,,,,csónak,,,,,,,,barca a remi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roddbåt,,,,,,,,小舟,,,
save,verb,GUI,false,,,,,запазване,,enrollañ,,Guardar,,uložit,,gem,,speichern,,αποθηκεύω,,,,,,,,,,guardar,,,,,,,,tallenna,AUTOGENERATED - PLEASE PROOFREAD!,sauvegarder,,,,,,sàbhail gu,sàbhaladh | shàbhaladh | sàbhail | shàbhail,,,,,,,,,menteni,,,,,,,,Salva,,セーブ,,,,,,저장,AUTOGENERATED - PLEASE PROOFREAD!,,,,,,,,,,,,,sekern,,opslaan,,,,,,zapis,,guardar,,,,,,сохранить,,,,,,uložiť,,shrani,AUTOGENERATED - PLEASE PROOFREAD!,,,,,spara,,,,,,,,保存,,,
screenshot,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,capture d'écran,,,,,,,,,,,,,,,,,,,,,,,,screenshot,,,,,,,,화면 갈무리,,,,,,,,,,,,,,Billschirmfoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seafaring,noun,,false,الإبحار,AUTOGENERATED - PLEASE PROOFREAD!,,,мореплаване,,,,Navegació,,mořeplavba,"""námořní"" in composite nouns",søfart,,Seefahrt,,θαλασσοπορεία,,,,seafaring,AUTOGENERATED - PLEASE PROOFREAD!,,,,,marítimo,,,,,,,,merenkäynti,AUTOGENERATED - PLEASE PROOFREAD!,affaires marines,,,,,,seòladaireachd,,,,,,,,pomorstvo; pomorski,AUTOGENERATED - PLEASE PROOFREAD!,tengerjáró,,,,,,,,Viaggiare in mare,"AUTOGENERATED - PLEASE PROOFREAD!
'Navigare' should be used.  [Alen]",航海,,,,,,항해,AUTOGENERATED - PLEASE PROOFREAD!,,,,,,,,,pelayaran,AUTOGENERATED - PLEASE PROOFREAD!,,,Seefahrt,,zeevaart,,,,,,żeglarstwo; Z żeglarstwem,AUTOGENERATED - PLEASE PROOFREAD!,náutico,,,,,,мореплавание,,,,,,moreplavba,,pomorstvo,AUTOGENERATED - PLEASE PROOFREAD!,,,,,sjöfarande,,,,,,,,航海,AUTOGENERATED - PLEASE PROOFREAD!,,
seamap,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plan de navigation,,,,,,,,,,,,,,,,tengeri térkép,,,,,,,,carta nautica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,havskarta,,,,,,,,,,,
set,verb,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imposta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shared kingdom,noun,,false,,,,,,,,,regne compartit (mode),,sdílené království,sdíleného království |,,,gemeinsames Königreich,,,,,,,,,,,,,,,,,,,,,,royaume partagé,,,,,,,,,,,,,,,,közös királyság,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riek in Stücken,,gedeeld koninkrijk,,,,,,,,reinado partilhado,,,,,,общее королевство,,,,,,,,,,,,,,delat kungarike,,,,,,,,共享领域,,,
sheave of wheat,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gerbe de blé,,,,,,,,,,,,,,,,,,,,,,,,covone di grano,"(fascio di grano, termine specifico)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ship industry,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,industrie navale,,,,,,,,,,,,,,,,,,,,,,,,industria navale,settore navale?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shore,noun,,false,,,,,,,,,Costa,,břeh,pobřeží |,,,Ufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part,,,,,,,,riva,,,,,,,,바닷가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strand,,,,,,,,海岸,,,
shrine,noun,,false,,,,,,,,,temple,,relikvie,,helligdom,,Schrein,,βωμός,,,,,,,,,,,,,,,,,,,,autel,,,,,,altair,,,,,,,,,,szentély,,,,,,,,sacra reliquia,,,,,,,,,,,,,,,,,,,,,,Altar,Anyone who knows a better translation please replace this,,,,,,,,,relicário,,,,,,святыня,,,,,,,,,,,,,,helgedom,,,,,,,,圣地,,,
single-player,noun,,false,,,,,,,,,Un jugador,,jeden hráč,,,,Einzelspieler,,,,,,,,,,,,,,,,,,,,,,solo,,,,,,,,,,,,,,,,egyjátékos,,,,,,,,giocatore singolo,,,,,,,,,,,,,,,,,,,,,,Een Speler,eenen Speler |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enspelarläge,,,,,,,,单人游戏,,,
slab,noun,,false,,,,,,,,,Bloc,,plát,deska |,,,,,,,,,,,,,,,bloque / losa,,,,,,,,,,dalle,,,,,,,,,,,,,,,,,,,,,,,,piastra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,platta,,,,,,,,厚板,,,
slope,noun,,false,,,,,,,,,Pendent / Vessant,,sklon,svah |,,,steil,,πλαγιά,,,,,,,,,,,,,,,,,,,,pente,,,,,,,,,,,,,,,,lejtő,,,,,,,,Pendenza,,,,,,,,,,,,,,,,,,,,,,Schüünte,,helling,,,,,,"wzniesienie, pochyłość",,inclinação,,,,,,склон,,,,,,,,,,,,,,sluttning,,,,,,,,斜坡,,,
slot,noun,,false,,,,,,,,,,,políčko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slow-paced strategy game,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeu de stratégie au rythme lent,,,,,,,,,,,,,,,,,,,,,,,,videogioco di strategia dal ritmo lento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small,adjective,Immovable - size of field,false,,,,,,,,,jove,"referit a un camp de blat, panís... que encara ha de crèixer per poder-se després recol·lectar.",malé,,,,klein,,μικρό,,,,,,,,,,,,,,,,,,,,petit,,,,,,beag,bheag | bhig | bige | beaga | bheaga,,,,,,,,,kicsi,,,,,,,,piccolo,,小,,,,,,,,,,,,mažas,,,,,,,,lütt,lütte | lütten |,klein,,,,,,małe,,pequeno,,,,,,малое,,,,,,,,,,,,,,liten,,,,,,,,小型的,,,
smelt,verb,,false,,,,,,,,,,,slévat,tavit |,,,,,,,,,,,,,,,,,,,,,,,,,fond,,,,,,,,,,,,,,,,olvaszt,,,,,,,,fondere,,,,,,,,제련,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smälta,,,,,,,,熔炼,,,
soldiers,noun,,false,,,,,,,soudarded,,Soldats,,vojáci,"bojovnice | vojáky | bojovnic | vojáků | for Amazons ""bojovnice""",,,Soldaten,Krieger | Kriegerinnen,,,,,,,,,,,Soldados,amazons: guerreras,,,,,,,,,soldats,,,,,,,,,,,,,,,,katonák,,,,,,,,soldati,Combattente | (suggested for Amazons)OI,,,,,,,군인,,,,,,kareiviai,,,,,,,,Soldaten,"Amz: Soldatsken
Fri,Bar,Emp,Atl: Soldaten",,,,,,,żołnierze,,,,,,,,,,,,,,,,,,,,,,soldater,,,,,,,,士兵们,,,
sows,verb,,false,,,,,,,,,Cusir,,sází,"seje | ""seje"" only seeds; ""sází"" plants/roots",sår,,,,σπέρνω,,,,,,,,,,,,,,,,,,,,sème,,,,,,,,,,,,,,,,vet,,,,,,,,scrofe,,,,,,,,,,,,,,,,,,,,,,saien,,zaait,,,,,,,,semeia,,,,,,,,,,,,,,,,,,,,suggor,,,,,,,,播种,,,
spectator,noun,GUI,false,مشاهد,AUTOGENERATED - PLEASE PROOFREAD!,,,наблюдател,,,,Espectador,,pozorovatel,,tilskuer,AUTOGENERATED - PLEASE PROOFREAD!,Beobachter,,θεατής,,,,spectator,AUTOGENERATED - PLEASE PROOFREAD!,,,spektanto,AUTOGENERATED - PLEASE PROOFREAD!,espectador,GUI,pealtvaataja,AUTOGENERATED - PLEASE PROOFREAD!,,,,,sivustakatsoja,AUTOGENERATED - PLEASE PROOFREAD!,spectateur,,taskôger,AUTOGENERATED - PLEASE PROOFREAD!,,,amharc,fir. gin. ┐ iol. -airc,,,,,,,gledatelj,AUTOGENERATED - PLEASE PROOFREAD!,néző,,,,,,,,Spettatore,,観客,AUTOGENERATED - PLEASE PROOFREAD!,,,,,관전자,AUTOGENERATED - PLEASE PROOFREAD!,,,spectator,AUTOGENERATED - PLEASE PROOFREAD!,stebėtojas,AUTOGENERATED - PLEASE PROOFREAD!,,,penonton,AUTOGENERATED - PLEASE PROOFREAD!,tilskuer,AUTOGENERATED - PLEASE PROOFREAD!,Tokieker,,toeschouwer,AUTOGENERATED - PLEASE PROOFREAD!,tilskodar,AUTOGENERATED - PLEASE PROOFREAD!,,,obserwator,AUTOGENERATED - PLEASE PROOFREAD!,espetador,,espectador,AUTOGENERATED - PLEASE PROOFREAD!,,,наблюдатель,,,,,,divák,,opazovalec,AUTOGENERATED - PLEASE PROOFREAD!,,,,,åskådare,,,,глядач,AUTOGENERATED - PLEASE PROOFREAD!,,,观众,,,
starting point,noun,Map description,false,,,,,,,,,Posició inicial,,výchozí bod,,,,Startpunkt,,σημείο εκκίνησης,,,,,,,,,,,,,,,,,,,,point de départ,,,,,,,,,,,,,,,,kezdőpont,,,,,,,,punto di partenza,,,,,,,,시작지점,,,,,,,,,,,,,,Anfangs-Position,,,,,,,,,,,,,,,,стартовая точка,,,,,,,,,,,,,,startpunkt,,,,,,,,起始点,,,
starting position,noun,Map description,false,,,,,,,,,Posició inicial,,výchozí pozice,,,,Ausgangsposition,,θέση εκκίνησης,,,,,,,,,,,,,,,,,,,,position de départ,,,,,,,,,,,,,,,,kezdőpozíció,,,,,,,,posizione iniziale,,,,,,,,시작위치,,,,,,,,,,,,,,Anfangs-Stee,,startpositie,,,,,,pozycja początkowa,,,,,,,,стартовая позиция,,,,,,,,,,,,,,startposition,,,,,,,,起始位置,,,
subdirectory,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sous-répertoire,,,,,,,,,,,,,,,,alkönyvtár,,,,,,,,subdirectory,,,,,,,,하위 디렉토리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supply chain,noun,,false,,,,,,,,,cadena de subministrament,,dodavatelský řetězec,,,,Versorgungskette,,,,,,,,,,,,,,,,,,,,,,chaîne d'approvisionnement,,,,,,,,,,,,,,,,ellátási lánc,,,,,,,,catena di fornitura,,,,,,,,공급망,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,försörjningskedja,,,,,,,,供应链,,,
sword,noun,,false,,,,,,,kleze,,Espasa,,meč,,,,Schwert,,,,,,,,,,,,espada,,,,,,,,,,épée,,,,,,,,,,,,,,,,kard,,,,,,,,spada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,svärd,,,,,,,,剑,,,
symbol,noun,,false,,,,,,,arouez,,símbol,,symbol,"symbolu | symbolem | značka | in combination with ""yellow flag"" usually ommited",,,Symbol,,σύμβολο,,,,,,,,,,,,,,,,,,,,symbole,,,,,,,,,,,,,,,,szimbólum,,,,,,,,simbolo,,,,,,,,기호,,,,,,,,,,,,,,Teken,,,,,,,,symbol,,,,,,,,символ,,,,,,,,,,,,,,symbol,,,,,,,,符号,,,
syncstream,noun,,false,,,,,,,,,fluxos de sincronització,,syncstream,druh výpisu nebo zápisu pro ladění,,,,,,,,,,,,,,,,,,,,,,,,,syncstream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sync-Stream,Wat is dat?,"""syncstream""",Handled as an exotic term.,,,,,strumień synchronizacji,,,,,,,,,,,,,,,,,,,,,,synkström,,,,,,,,同步流,,,
tab,noun,GUI,false,,,,,раздел,,,,tabulador / pestanya,,záložka,záložku | záložce | záložkou |,,,Reiter,,καρτέλα,,,,,,,,,,pestaña,GUI,,,,,,,,,onglet,,,,,,taba,thaba | tabaichean | thabaichean,,,,,,,,,lapfül,,,,,,,,linguetta,,タブ,,,,,,,,,,,,,,,,,,,,Listenwessler,Anyone who knows a better translation please replace it,tabblad,,,,,,zakładka,,separador,,,,,,вкладка,,,,,,karta,,,,,,,,flik,,,,,,,,标签,,,
tabs,,,false,,,,,,,,,tabuladors / pestanyes,,záložky,záložek | záložkám | záložkách | záložkami |,,,Reiter,,καρτέλες,,,,,,,,,,,,,,,,,,,,onglets,,,,,,,,,,,,,,,,lapok,,,,,,,,schede,,,,,,,,,,,,,,,,,,,,,,Listenwesslers,,tabbladen,,,,,,zakładki,,,,,,,,вкладки,,,,,,,,,,,,,,flikar,,,,,,,,标签,,,
taiga,noun,,false,,,,,,,,,,,tajga,,,,,,,,,,,,,,,,,,,,,,,,,,taïga,,,,,,,,,,,,,,,,tajga,,,,,,,,taiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taverns,,,false,,,,,,,tavarnioù,,Tavernes,,hospody,,værtshuse,,Tavernen,,ταβέρνες,,,,,,,,,,tabernas,,,,,,,,,,tavernes,,,,,,,,,,,,,,,,kocsmák,,,,,,,,taverne,,,,,,,,선술집들,,,,,,,,,,,,,,Kneipen,,tavernes,,,,,,tawerny,,tabernas,,,,,,таверны,,,,,,,,,,,,,,krogar / värdshus,,,,,,,,小酒馆,,,
team,noun,GUI,false,الفريق; فريق,AUTOGENERATED - PLEASE PROOFREAD!,,,отбор,,skipailh,,Equip,,tým,,hold,,Team,,ομάδα,,,,team,,,,teamo; skipo,AUTOGENERATED - PLEASE PROOFREAD!,equipo,GUI,,,taldea,AUTOGENERATED - PLEASE PROOFREAD!,,,joukkue,AUTOGENERATED - PLEASE PROOFREAD!,équipe,,tiim,AUTOGENERATED - PLEASE PROOFREAD!,,,sgioba,sgiobaidhean|,,,,,,,tim; ekipa,AUTOGENERATED - PLEASE PROOFREAD!,csapat,,,,,,,,Squadra,Team |,チーム,AUTOGENERATED - PLEASE PROOFREAD!,,,,,팀,AUTOGENERATED - PLEASE PROOFREAD!,,,societas,AUTOGENERATED - PLEASE PROOFREAD!,,,,,pasukan,AUTOGENERATED - PLEASE PROOFREAD!,lag,AUTOGENERATED - PLEASE PROOFREAD!,Klottje,,team,,lag,AUTOGENERATED - PLEASE PROOFREAD!,,,drużyna,,equipa,,time; equipe,,,,команда,,,,,,tím,,,,tim,AUTOGENERATED - PLEASE PROOFREAD!,,,lag,,takım,AUTOGENERATED - PLEASE PROOFREAD!,,,,,团队,,隊伍,AUTOGENERATED - PLEASE PROOFREAD!
territory,noun,Game entity,false,,,,,Територия,,,,Territori,,území,,Territorium,,Gebiet,,περιοχή,,,,,,,,,,Territorio,,,,,,,,maasto,AUTOGENERATED - PLEASE PROOFREAD!,territoire,,,,,,ranntair,ranntairean|,,,,,,,,,Terület,,,,,,,,Territorio,,領土,,,,,,영토,AUTOGENERATED - PLEASE PROOFREAD!,,,,,,,,,,,,,Gewest,,grondgebied,"or ""territorium""",,,,,terytorium,,território,,território,,,,Территория,"Обычно, имеется ввиду административно-территориальная единица, принадлежащая кому-либо или относящаяся к чему-либо. Здесь чаще всего это территория государства Вашего племени.",,,,,územie,,teritorij,AUTOGENERATED - PLEASE PROOFREAD!,,,,,territorium,,,,,,,,领土,,,
tile,noun,,false,,,,,,,,,Casella,,úsek,pole |,,,,,,,,,,,,,,,,,,,,,,,askel,,tuile,,,,,,,,,,,,,,,,csempe,,,,,,,,,tassello?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pole,,,,,,,,,,,,,,,,,,,,,,bricka,,,,,,,,瓦片,,,
tiny,adjective,Immovable - size of field,false,,,,,,,,,molt jove,Referint-se a camps plantats amb plantes molt joves.,drobné,drobný | drobná |,meget lille,,jung,,μικροσκοπικό,,,,,,,,,,,,,,,,,,,,petit,,,,,,beag bìodach,,,,,,,,,,apró,,,,,,,,piccolo,,,,,,,,,,,,,,,,,,,,,,ganz lütt,,zeer klein,,,,,,malutkie,,minúsculo,,,,,,крохотное,,,,,,,,,,,,,,pytteliten,,,,,,,,微小的,,,
toggle,verb,,false,,,,,,,,,Activa/Desactiva Mostra/Amaga,,přepnout,zobrazit | přepnout zobrazení |,,,,,,,,,,,,,,,alternar,,,,,,,,,,,,,,,,,,,,,,,,,,átkapcsol,átvált?,,,,,,,mostra o nascondi,mostrare o nascondere,,,,,,,켜기/끄기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,växla,,,,,,,,切换,,,
tool,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outil,,,,,,,,,,,,,,,,,,,,,,,,strumento,,,,,,,,연장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toolbar,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barre d'outils,,,,,,,,,,,,,,,,eszközsor,,,,,,,,barra degli strumenti,,,,,,,,연장 막대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,verktygslist,,,,,,,,,,,
tooltip,noun,,false,,,,,,,,,,,popisek,vyskakovací okno s informací v místě kurzoru,,,Kurzhilfe,,,,,,,,,,,,,,,,,,,,,,astuce d'outils,,,,,,,,,,,,,,,,eszköztipp,,,,,,,,tooltip,,,,,,,,연장 설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,verktygstips,,,,,,,,提示文字,,,
trade,noun,,false,,,,,,,,,Comerç,,obchod,,,,,,εμπόριο,,,,,,,,,,,,,,,,,,,,échange,,,,,,malart,malairt|,,,,,,,,,,,,,,,,,commercio,,,,,,,,,,,,,,,,,,,,,,Hannel,,,,,,,,handel,,,,,,,,торговля,,,,,,,,,,,,,,handel,,,,,,,,贸易,,,
training,noun,Soldiers,false,,,,,"обучаване, трениране",,,,Entrenament,,výcvik,,træning,,Ausbildung,,εκπαίδευση,,,,,,,,,,entrenamiento,,,,,,,,,,entraînement,,,,,,oideachadh,oidich|,,,,,,,,,kiképzése,,,,,,,,addestramento,,,,,,,,,,,,,,,,,,,,,,Öven,"""Practising""",training,,,,,,szkolenie,,treinamento,,,,,,тренировка,,,,,,výcvik,,,,,,,,tränar,,,,,,,,训练,,,
training sites,noun,Building category,false,,,,,тренировъчни сгради,,,,Llocs d’Entrenament,,cvičiště,,Træningsanlæg,,Ausbildungsgebäude,,τόποι εκπαίδευσης,,,,,,,,,,Sitios de entrenamiento,,,,,,,,,harjoittelupaikat,sites d'entraînement,,,,,,ionad-oideachaidh,ionaid-oideachaidh | ionadan-oideachaidh,,,,,,,,,kiképzőhelyek,,,,,,,,centri di addestramento,,訓練施設,,,,,,훈련소,,,,,,,,,,,,,,Övens-Boo,,trainingsplaatsen,,,,,,budynki szkoleniowe,,treinamentos,,,,,,тренировочные центры,,,,,,,,,,,,,,träningsplatser,,,,,,,,训练场地,,,
transportation system,,,false,,,,,,,,,,,přepravní síť,přepravní systém  |  méně vhodné,,,,,,,,,,,,,,,,,,,,,,,,,système de transport,,,,,,,,,,,,,,,,,,,,,,,,sistema dei trasporti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transportsystem,,,,,,,,运输系统,,,
treetop sentry,noun,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lomb őrház,,,,,,,,guardiola sull'albero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sentinela topo de árvore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tribes,noun,,false,,,,,,,meuriadoù,,Clan (quan es refereix al poblat) / Cultura (quan es refereix al conjunt d’edificis específics),,kmeny,,stammer,,Stämme,,φυλές,,,,,,,,,,las tribus,,,,,,,,,,tribus,,,,,,,,,,,,,,,,törzsek,,,,,,,,tribù,,,,,,,,부족,,,,,,gentys,,,,,,,,Völker,,stammen,,,,,,plemiona,,tribos,,tribos,,,,племена,,,,,,,,,,,,,,stammar,,,,,,,,部族,,,
unbalanced,adjective,,false,,,,,,,,,Desequilibrat,,nevyvážený,,,,unausgewogen,,,,,,,,,,,,,,,,,,,,,,déséquilibré,,,,,,,,,,,,,,,,kiegyensúlyozatlan,,,,,,,,sbilanciato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,niezrównoważony,,,,,,,,,,,,,,,,,,,,,,obalanserad,,,,,,,,失衡的,,,
upgrade,verb,OBSOLETE. Soldier function,false,,,,,,,,,promoure X del soldat / millorar,,vylepšit,aktualizovat | just for add-ons,,,verbessern,,αναβάθμιση,,,,,,,,,,Mejorar,,,,,,,,,,amélioration,,,,,,àrdachadh,àrdachaidh | àrdachaidhean | àrdaich | àrdaichidh,,,,,,,,,fejleszteni,,,,,,,,aggiorna,"for Add-ons ""aggiornare"" may be suitable OI",,,,,,,,,,,,,,,,,,,Oppgrader,,vernejen,,Opwaarderen,,,,,,szkolić,,treinar,,Treinar,,,,улучшение,,,,,,,,,,,,,,uppgradera,,,,,,,,升级,,,
